c_chat,閒聊 這 種 骰子 pk 贏 gk 老闆 有 必勝法
boy-girl,心情 各 種 偷吃 個案
stock,情報  5523  豐謙 賺 591 配 18
pc_shopping,開箱  ocz  xtc  cooler 記憶體 散熱器
pc_shopping,測試  ma785 gpmud 2 h  powerplay 測試
tech_job,討論 現在 紅茶店 那 １００ 名  rd  想 什麼
c_chat,亂 馬 良牙 會不會 想 當 一輩子 豬
pc_shopping,情報  intel  11 代 i9  i7 據稱 可 擊敗  ryzen  9 5900 x
lifeismoney,情報 無印良品 週 62778
stock,新聞 劉德音 企業 而言 地緣 政治 是 挑戰
baseball,道奇隊  vs 巨人隊
c_chat,學園 偶像 大師 一些 二創 圖
baseball,新聞  mlb 佐佐木朗希 沒 去 道奇 才 訝異 小 熊
baseball,分享 今日 張育成 雙重賽
c_chat,涼宮 秋葉原 安利美特 阿虛 大量 發生 中
boy-girl,求助 女友 沉迷 神魔 塔
baseball,新聞 具滋昱 李政厚 同 框 尬聊 韓綜 揭露 呆萌 反差
hatepolitics,討論 罷免 其實 蠻 簡單 的 各 地 整理 懶人包
military,分享 美國 海軍 獲得 大 禮包 啦
c_chat,你 齁 en  promise 原創曲 首 播
lifeismoney,情報 屈臣氏 921 六  19002200 85 折
lifeismoney,情報  pchome 我 美麗 日記 盒 損 福利品
baseball,分享 今日 林振瑋  5 局 7k 0 bb
baseball,新聞 台鋼 主場 開幕戰 面子 大 出現 栗
stock,新聞 紅潮 來襲 立訊 奪 iphone  15 高階單 淨利
baseball,討論 柏融 大王 能 日職 王牌 投手 打 過 全壘打 是 不
lifeismoney,問題 租 套房 人
hatepolitics,討論 莫那魯道 騎 黑熊 打敗 日本人 有沒有 搞頭
baseball,新聞 邱智呈 連 7 場 火熱 兄弟 頭號 麻煩
tech_job,請益 文曄 科技 九寧 有限公司
lifeismoney,新聞 遠東 全家 福特 賣 下殺 1 折
military,討論 中共 傾 國 力 多久 拿下 台灣
lifeismoney,情報 家樂福  omar 滿 1000 現 折 100
baseball,討論 今日 劉家翔 二軍
c_chat,活俠  鳥熊 有 畫 男角 們 哭哭 臉 嗎
baseball,炸裂  浅村栄斗  雙響
stock,標的  2377 微星  微 多多
baseball,分享 今日 張政禹  23  一 守備 瑕疵
baseball,新聞  mlb 世界 大賽 洋基 球迷 搶 球 貝茲 x 你
stock,新聞 中共 軍演 消息 無損 台股 收紅 工商 產業界
stock,標的 第一 保 2852  營收 歷史 高 投資 部門 成長
c_chat,閒聊 聖鬥士 星矢 給 我們 什麼 啟示
military,情報 烏俄 戰爭 isw 戰報 20240729
baseball,問題 球季 結束 後  twitch 會 自動 不 續訂 嗎
hatepolitics,新聞 快訊 ／ 柯文哲 遞 狀 聲請 解除 禁見 明天 下
pc_shopping,閒聊 顯卡 挖 礦
c_chat,閒聊  西索 單純 防守 可以 擋下 尼特羅 嗎
pc_shopping,請益 欣亞 華擎 小 鋼炮 影音機
stock,標的 長榮航  2618
c_chat,閒聊 美 少女 夢工場 要 玩 哪 代 才 專業
lifeismoney,情報 慶祝 中華民國 國慶日 故宮 免費 開 宮
baseball,新聞 洋基 不 留 明星 一壘 rizzo 傳 有意 大都會
baseball,新聞  wcy 我們 選 了 帥哥 呂詠臻 獲 樂天 賞識 看 新
stock,標的 中菲行 多
baseball,問題 洋將 大限 前 釋出 洋投 別 隊 可以 簽下 嗎
tech_job,新聞 英特爾 下單 台積  動 了
hatepolitics,討論 國昌師 恭喜 台灣 棒球
c_chat,妮姬  台服 是 不 是 中國人 入侵 了
stock,新聞 曾 列 台灣 第6 大 富婆 必翔 前 董座 蔣清明
boy-girl,討論 另 一半 格鬥 天王 97 打到 超強
baseball,分享 韓職 捕手 回傳 球 考驗 投手
stock,新聞 威盛 集團 ip 能量 爆發
baseball,新聞 郭俊麟 遇 蟲蟲 危機 脖子 後 都 是 蟲
stock,請益 請問 公司 累積 盈餘 現金 如何 影響 股價
pc_shopping,情報  acer eb1 32 型 2 k ips 面板  5888
baseball,新聞 陳金鋒 談 富邦 一軍 努力 最 困難 走出來 林益全 狀況 不錯
lifeismoney,問題 有 推薦 理髮師 嗎
military,閒聊 南韓 萬惡 美帝 你 終於 投降 了 吧
pc_shopping,菜單  威力 導演 影片 剪輯 50 k 以下
baseball,分享 今日 nolan  arenado
c_chat,主線 劇情 追加
tech_job,新聞 蘋果 急 砍 面板 訂單 韓媒 iphone  x 可能 下
c_chat,母雞 燈寶 是 過載 還是 真的 想 重組 哭團 阿
c_chat,閒聊  gbcgif
tech_job,請益 供應商 供應商
baseball,炸裂  ronald  acuna  jr   no 22
c_chat,鐵道  阮梅 帶 停雲 去 見 馭空
baseball,新聞 讓 身體 長大 中 日 岡林 總之 多 吃 米
boy-girl,求助 到底 是 我 想 太多 還是 真的 有 鬼
stock,情報  8299 群聯  五月 營收
baseball,新聞 經典賽 ／ 台灣隊 自辦 練習賽 8 場  14日 首 戰
c_chat,發錢  holo 麥塊 hc 服  圓滿 落幕
baseball,分享  筒香嘉智 擊出 今年 熱身賽 第一 號 全壘打
pc_shopping,心得 換 2080 ti 使用 3840x1600 分享
stock,新聞 三 摺疊 將 亮相 華為 宣布 9月 10日 辦 新品 發
baseball,討論 錢公 一 開始 也 以為 是 保送 吧
stock,新聞 砷化鎵 三 雄 去年 業績 旺 穩懋 全新 創 歷史 新高
c_chat,閒聊 淳于瓊 有 很 著名 嗎
military,討論 德國 陸軍 出動 救災 2021 夏季 歐洲 水災
stock,請益 庫存 融資 可以 改 現股 嗎
lifeismoney,情報 清明 連假 開工 各 家 咖啡 優惠
hatepolitics,討論 小草 爆 文 縣市長 我們 要 改投 國民黨 了
lifeismoney,情報  鬼月 4 款 貼圖 限時 半價
baseball,情報 韓華文 東珠 確定 亞運 完 關機
hatepolitics,討論 這邊 洗 疑美 屁 用 嗎 洗 美國人 kpi 更 高
baseball,討論 打棒球 甚麼 就 能 少 當兵
lifeismoney,情報 全聯 edifier  tws  nb2 藍芽 耳機 1890
stock,新聞 台積電 年前 發 紅包 去年 q4 配息 上 看 每 股 3
military,新聞 金融時報 美 國防部 助理 部長 蔡斯 已經 抵 台
stock,新聞 美 財政部 未 點名 台灣 任何 貿易 夥伴 國 操
stock,情報  5864 致和證  113年 5月 營收
tech_job,討論 台灣 gg 怎麼 了
c_chat,閒聊 異 世界 悠閒 農家 web  871 麥可 先生 聊天
stock,心得  fed 放出 降息 之後 一些 觀點 分享
c_chat,閒聊  niconico 真的 要 島 了 嗎
pc_shopping,情報  windows  10  21 h1 定名為 may  2021  update
c_chat,色圖 推特圖 分享  1758  馬娘
baseball,經典賽 a組 預賽 巴拿馬  112  中華   7 局 上
baseball,阪神  vs  dena ＠  橫濱
boy-girl,討論 你 才 剛 離開
c_chat,閒聊 各位 報告 一下
stock,新聞 美 擬 撤 陸 部分 懲罰 關稅 戴琪 將 劉鶴 坦
stock,新聞 投行 警告 fed 恐 創造出 百 年 來 第3 大 泡沫
c_chat,閒聊 夢 是 不 是 滿 浪漫
lifeismoney,情報  line  points  1  點
stock,情報  shelus 殼牌 第四 季 財報 股息 回購
lifeismoney,省錢 家樂福 fila鞋 2 雙 1500
c_chat,航線 貼貼 聖路易斯
tech_job,新聞 楠梓 園區 動土 陳其邁 台積 改寫 高雄 產業
military,提問 警局 前 槍戰 防彈衣 槍 致命性 問題
boy-girl,心情 男友 要 去 國外 唸書 了
baseball,新聞  6 變 3  兄弟 1 大 關鍵 墊底 直升 第2
stock,請益 請問 有 救命 神器 hfnc 概念股 嗎
c_chat,情報  ducati 魔物 獵人 限定款 摩托車 開放 預訂
lifeismoney,情報 歐舒丹 秀髮 體驗禮 erborian 明星 體驗組
c_chat,情報 夏目 結婚 對象 真人 電影版 預告
tech_job,請益 聯詠 瑞昱  offer 請益 代 po
pc_shopping,情報  dram 未來 展望
stock,新聞 新增 54 例 covid 19 確定 病例 均 為 本土 個案
tech_job,徵才  mentor  graphics –cae  sing apore
baseball,分享  mlb 排名
c_chat,蔚藍 辣妹 彌香  ギ ャルのミカ
lifeismoney,情報 高雄 米開朗基羅 展覽 購 票 優惠
stock,標的  tsm  要 換回  2330 嗎
hatepolitics,討論 台灣 目前 黑粉 數量 第2 是 哪 位 政治人
lifeismoney,情報 春陽 茶事  321 買 一 送 一
c_chat,閒聊  兔 女郎 女 教師
stock,新聞 台股 三 軋 走勢 拚 v型 反轉
boy-girl,挽回 二三 事 續
tech_job,徵才 日本 三菱 自動車 工業  2018年 海外 徵才
stock,新聞 半導體 設備 材料 本地化 韓國 仍 高度 依賴
tech_job,徵才 已 進入 複試 階段 謝謝 大家
boy-girl,分享 牙齒 美白 不只 洗牙
boy-girl,心情 分手 後 生日
c_chat,火影  上忍 實力 多 強
stock,心得 還好 避開 這 兇狠 一 段
lifeismoney,情報  杏 一 健康 生活館 11 元 商品
hatepolitics,黑特 讓 我們 一起 振臂 高呼
baseball,問題 富邦 換 一 個 不 看 球 接 球 一壘 幹嘛
stock,新聞 一 架 波音 737 伊朗 墜機
c_chat,閒聊 請問 五等分 是 五 等分 哪
stock,新聞 需求 續 熱 中鋼 10月 鋼品 出貨 神勇 達 89萬
c_chat,問題 有 劫囚 劇情 很 精彩 作品 嗎
c_chat,買 夠  燈 是 不 是 比較 擅長 你 寫 詩
military,情報 無 後座力 步槍
c_chat,鬥陣 特攻  le  serrafim 合作 新 圖
pc_shopping,情報 爆料 稱 nv 會 推出 rtx  2070 ti 新版 rtx  2080 ti
stock,新聞 智慧 手錶 持續 微 創新 蘋果 手錶 不再 獨霸
tech_job,請益 聯發科 一 面 結果 最 久 等 多久
stock,請益 台股 專注 成長 不 分 股利 etf
pc_shopping,菜單  30 k  剪輯 繪圖
stock,新聞 焦點股 宅 經濟 遠距 教學 需求 增 宏碁股
c_chat,閒聊 米花市 要不要 讓 博愛座
stock,新聞  志超  去年 每 股 稅 後 純益 438 元
tech_job,心得  10年 工研院 工作 心得 分享
stock,新聞 拆股 在即 nvidia 成 南韓 散戶 最 夯 股 今年
military,新聞 德國 公司 稱 無源 雷達 可 追蹤 f35 戰機
pc_shopping,開箱  plextor  m6 v 512 g 開箱
boy-girl,討論 女友 她 很 好 異性 朋友
pc_shopping,情報  3080 ti 揭秘 安培 架構 4 倍 光 追 ipc 升 20
tech_job,討論 中華 大學 科技業 淵源
c_chat,巫てんり  x  tacitly  ciel  歌 回
c_chat,母雞卡 原來 是 黃金之 風 我 還 以為 看 母雞卡
baseball,新聞 經典賽 台灣隊 辛苦 了 地獄 賽程 氣力 放
lifeismoney,省錢  sb 愛思必 金牌 咖哩 全聯 69 元
c_chat,閒聊 為什麼 卡卡西 表 連華 沒有 副作用
boy-girl,討論 想 退回 前 女友 禮物
c_chat,魔物 卡普空 打算 怎麼 圓弓箭 奇幻 設定
baseball,新聞 霸帝士 是 好 打者 豪勁 要 壓力 排除
pc_shopping,請益 預算 2 k cpu 升級 請益
stock,新聞 鞋王寶 成 爆 危機 5 獲利 雙 引擎 同時 熄火
stock,新聞 挖礦潮 復活 傳 比特 大陸 台積電 下  7 奈
baseball,分享 福田周平 再見 突襲 短打
c_chat,閒聊 有 沒有 不 太 壞 反派
lifeismoney,情報 福勝亭 自由時報 39  優惠
c_chat,問題  愛音 去 隔壁 下 北澤 玩 樂團 會不會 比較 開心
baseball,問題 韓國 歷代 亞錦賽 名單 查詢
stock,標的  錸寶  bbq 變 bbq 空
stock,新聞 大成鋼 斥 28億 元 美國 德州 建 新廠  鋁 捲板 產
stock,請益  股王 好聽 之外 有 什麼 特別 處
c_chat,情報 沉默 丘 2 重製版 大成功 bloober  t
baseball,新聞 從小 是 象迷 林澤彬 期待 偶像王
stock,情報  2474  可 成  112年 第二季
pc_shopping,菜單  30 k 左右 文書 遊戲機
baseball,情報 郭俊麟 臉書
baseball,新聞 陳琥 腿部 肌肉 緊繃 兄弟 明 戰 味全 陣 前 換將
baseball,討論 有 沒有 球迷 希望 看到 對手 上 哪 隻 牛
baseball,討論 現在 該 慶幸 小葉 讓 提早 關機 準備 wbcq 嗎
hatepolitics,黑特  操 黃國昌 拿 旗子 呀
baseball,分享  中職 33 年 失誤 塔  0407
boy-girl,輸入 文章 標題
c_chat,春日影 讚 啦
baseball,分享 沙胖 改成 支持 法官 拿 mvp 了
stock,標的 寶齡 富錦  1760 空
c_chat,討論 法環 壺哥 現在 過 如何
lifeismoney,情報 康是美 915 滿 688 打 八五 折 不 含 醫美 彩妝
c_chat,鳴潮 開服 就 端出 20 拿 到 tga 獎 嗎
baseball,分享  均仔 ♥ 芝妍 放閃 吃 美食 合唱 應援 歌
military,新聞 貝宜 系統 拿下 第 17  批次 價值  491 億 美元
c_chat,閒聊 認真 問 黑悟空 值得 買來 玩 嗎
c_chat, vshojo  暁 月 ホタル 陵本 ぎ 圖奇台
c_chat,母雞  11  話 獨角戲 女 演員 實際 演出 拍攝
stock,新聞 北極星 藥業
tech_job,徵才  昊博 國際 服務 徵 javascript nodejs 工程師
pc_shopping,請益 反覆 斷電 重開機
baseball,分享 布雷克 vs 羅力 本 季 對戰
pc_shopping,情報 康博  compro 疑似 倒閉
c_chat,閒聊  桐人 37 歲 會 怎樣
c_chat,原神  美露莘 沒 穿 褲子 萊彌婭
hatepolitics,討論 阿北 收 悟覺妙○ 禪師 現金 1000萬 智庫
c_chat,閒聊 最早 版本 蠟筆 小新 畫風 喜歡 嗎
stock,新聞  omicron 恐慌 舒緩 匯市 周一 早盤 趨 穩 南非
c_chat,tpgs  rog  tpgs  2025 展場 情報 嘉賓 名單
c_chat,蔚藍 吃 便當 陽奈 委員長
stock,新聞 傳 opec 同意 每 日 減產 150萬 桶 國際 油價 黑
c_chat,閒聊 做出 巴比倫 星鳴 特攻 3a 還 值得 驕傲 嗎
c_chat,ｏ 榜 上 週 漫畫 銷量 柯南 bl 咒術 青箱 膽 大 黨
lifeismoney,情報  line  point    1   1
tech_job,討論  offer 文 一直 刪 一直 爽
baseball,分享 林昱珉 今日 投球 影片
c_chat,新聞  萬 代 推 獵人 餅卡  27 款 人氣 角色 全 收藏
stock,新聞 bdi 創 11 年 高 q3 期貨 運價 維持 正價差
c_chat,閒聊 兩 個 講 不明 語言 女人 清耳朵 asmr
baseball,新聞  慶生 最 注意 陳傑憲 高志綱 拜託 選手 帶
pc_shopping,菜單  25 k  影音 剪輯 混音機
c_chat,原神 神里綾華 變 已經 是 只 能 殺掉 了
hatepolitics,討論 謝宜容 為什麼 不 吳 主管 抖出來
stock,新聞 新增 18 例 covid 19 確定 病例 分別 為 15 例
c_chat,蔚藍  サツキ 超大 奶子
baseball,討論 中職 季後賽 有 制度 必要 嗎
hatepolitics,創作 這 依舊 是 屬於 我們 的 微 革命
c_chat,鐵道 阿格萊雅 奶子 真的 很 大
c_chat,閒聊  雪花 拉米 大方 秀 她 雪乳
baseball,新聞 皇家 準備 幹 大事 傳 評估 網羅 小熊 王牌 內 4 位 先發 強投
baseball,分享 今日 張政禹 張祐銘
baseball,情報 中職 總冠軍 g4  運彩 看好 統一 延長 戰線
tech_job,新聞 郭董 又 要 送 禮 這 次 要 讓 臉書 粉絲 喝 參沛飲
tech_job,請益  台 gg 打電話 過來 結果 沒 接到 該 怎麼辦
c_chat,閒聊  鴨 乃 橋 論 為什麼 姓 鴨乃橋
baseball,新聞  wzh  中華隊 秘密 武器 林振瑋 飆 160 公里
pc_shopping,菜單 升級 舊 主機 建議
stock,情報  4987  科誠 5月 營收
c_chat,閒聊 木村拓哉 展示 自己 履歷表
baseball,新聞  中職 ／ 9月 兩 場 賽事 改 大 巨蛋 是 周思齊 引
c_chat,閒聊  eurogamer  100 百 款 遊戲 推薦 排行
baseball,討論 高國麟 的確 信步 4 不4 很 帥
baseball,分享 今日 lars  nootbaar
c_chat,俄語 妹妹 壓 床 有 反應 很 正常 吧
baseball,新聞  spc 動屈肌 手術 整 季 報銷 　bard 展開 另 一 東山再起 路
stock,情報  630 散裝 航運 報價
pc_shopping,請益  asus  cs 5111 機殼 如何 拆
c_chat,情報 孤獨 搖滾 x  かっ ぱ 寿司 合作
tech_job,新聞 宏達電 2月 營收 再 創 低 跌破 10億 大關
baseball,新聞 亞運 棒球 ／ 比賽 球 中華隊 很 熟 吳昇峰
tech_job,新聞 華為 徵才 強攻 晶片 製造
boy-girl,求助 女友 越來越 冷 感覺 快 分手 了
c_chat,乳摸  xbox  360 jrpg迷 將 會 6月 發表會 感興趣
baseball,分享 今日 邱浩鈞
lifeismoney,情報  711 金車 格瑪蘭麥汁 第二 件 折 10 元
baseball,新聞 日籍 教頭 特效藥 百勝 僅 4 人
stock,請益 巴菲特 只 會 做多 為什麼 能 當 股神
stock,新聞 林森北 錢櫃 大火 4 男 2 女 無 生命 跡象
c_chat,閒聊 one 光輝 季節 補番 心得
stock,情報  1223  上市櫃 股票 週轉率 排行
c_chat,絕區 鯊魚妹  ellen  joe 好 可愛 喔
c_chat,絕區  雅 原來 是 繃帶 包 胸
c_chat,你 想 對方 是 邦邦粉
hatepolitics,討論 賴清德 習近平 共同點
military,新聞 巴基斯坦 操作 wz 10
hatepolitics,黑特 沒 人 要 當 大法官 了 恭喜 柯建銘
c_chat,金庸 輕功 馬 比 誰 輕功 比較 好
c_chat,實況  godjj  notd 團  今天 開場 就 有 爆笑點 xddd
c_chat,閒聊 猴子 你 真的 可以 嗎
hatepolitics,討論 有 一 說 一 吱吱 不 評論 一下 柯建銘 要 罷 韓總
tech_job,請益 商科 科技業 只 能 當 會計 嗎
baseball,炸裂  austin  hays
tech_job,新聞 蘋果 攜手 嬌生 apple  watch 及早 預防 中風
baseball,討論 樂天 還 有 機會 重返 榮耀 嗎
baseball,討論 換錯 人 可能性
c_chat,閒聊 今年 甲子園 冠軍 是 韓國 學校
baseball,分享 今日 菊池雄星
c_chat,閒聊 死亡 復甦 重製 豪華版 特別 影片
baseball,新聞 老將 空間 新 世代 壓縮 球迷 抱 著 看 1 次
lifeismoney,情報 必勝客 平日 外帶 大 比薩 199
boy-girl,求助 認識 期間 惹 女生 生氣 代 po
hatepolitics,討論 柯文哲 博弈 教父 拿 300萬 難怪 整 黨 挺 簽
boy-girl,心情 我 她 還 有 沒有 下 一 步
boy-girl,分享 也許 我 不 屬於 人生 框架 裡
pc_shopping,情報 群聯 nand 晶片 原料 開始 缺貨 ssd 漲價 喇
c_chat,蔚藍 哇幹  莉央 使用 時間 暫停
lifeismoney,問題 第四台 以外 選擇
baseball,新聞 大 巨蛋 2 大 地雷 中職 熱身賽 前 改善 遠雄
pc_shopping,情報  crossmark 意外 曝光 i 512490 f  打平 5800x
c_chat,閒聊 堅持 不 付錢 看 正版 動畫 原因 是 什麼
lifeismoney,情報 智利 紅地球 葡萄 499 免 運
pc_shopping,菜單  55 k  遊戲 影音 繪圖機
lifeismoney,情報 曼黛瑪璉 特賣會
baseball,分享 現在 開始 橫濱 反擊
hatepolitics,參選  mshuang 參選
c_chat,閒聊 極速 星舞 閃耀 色彩 哪 部 監督 比較 有 料
military,情報 一 個 非洲 國家 其  t72  交給 了 武裝 部隊
baseball,新聞  影 藍鳥 打線 抓狂 春天哥 攻守 俱佳 美技 接殺 還 跑出 驚天
boy-girl,求助 失去 一 個 很 好 女孩 要 怎麼 釋懷
baseball,新聞 年度 勝率 紅利 瞬間 花光 餅 總 坦言 有 壓
baseball,討論 桃園 測速槍 壞 了 還是 n4 壞 了
baseball,分享  the  athletic 民調 明年 大谷翔平 會 去 哪 隊
stock,新聞  fed 購買 公司債 名單 曝光 att 沃爾瑪
c_chat, うのう 右腦 misumi 魔物 獵人 破曉 7
stock,心得  713816 三 大 法人 買賣超 金額 統計
stock,新聞  00878 開獎 每 股 配 05 元 小 縮水 　2／20 除
c_chat,ｓｃ 甘奈 是 毫無 疑問 可愛 女人 吧
c_chat,新年角 五星 saber 獅心王 理查
baseball,新聞  中職 神全 商品 火速 上架 行銷 團隊 談 約 時 就 想 坦
tech_job,情報 新 n
pc_shopping,情報 庫存 實在 太多 nv 恢復 生產 rtx3080  12 g
tech_job,問卷 探討 企業 適應 外部 環境 能力
pc_shopping,開箱  msi  抱抱龍  x470  gaming  m7  ac 輕 開箱
lifeismoney,情報  北 臉 博客來 4 折 起
hatepolitics,討論 現在 鬧出 國 這 齣 下 幹 到底 是
baseball,炸裂 林承飛
military,分享 國軍 刺槍術 為什麼 不 重視 托擊法
pc_shopping,情報  1010  2g 顯卡
c_chat,閒聊 我 想 成為 堂島 龍
lifeismoney,情報 舒潔 綠茶 多酚 衛生紙 內湖 家樂福
boy-girl,心情 八 年 時光 啊
lifeismoney,情報 韓味 不二 香蕉 牛奶 折後 一 箱 699
stock,新聞  15 檔 投信 買超 跌深 績優股 代操 基金 最愛
c_chat,閒聊 前往 天國 所 需 時間
hatepolitics,討論 阿北 遺囑 有 取消 n1 嗎
hatepolitics,討論 陳宥丞 洩 議會 調查 資料 給 阿北
hatepolitics,討論 簡單說 就 是 你 怎麼 串證 都 是 重刑 了 吧
hatepolitics,黑特 誰 說 殺人犯 一定 死刑
c_chat,問題 真 seed 系列 應該 是 最 強 駕駛員 吧
baseball,討論 泰迪 怎麼 了
c_chat,問題 甲蟲 王者 二 代 是 怎麼 死掉 的
c_chat,閒聊  x 盒子 綠帽癖
pc_shopping,菜單 上限 20 k 寬度 小於 14 cm 影音 文書機
baseball,討論 現在 可以 辜董 許願 什麼 事情
baseball,情報 樂天 桃猿 fb 三壘 戶外 吸煙區 啟用
pc_shopping,菜單  15 k 文書 影音機
baseball,討論 明年 組 個 純 中職 中華隊 是 不 是 很 有 搞頭 啊
stock,標的  3346 麗清
c_chat,閒聊  z 戰士 看到 我 是 蘇趴 貝吉塔 時 想 啥
tech_job,請益 暑期 實習 杜邦 研發 vs  美光 擴散
baseball,情報 聯盟 制服組 給 大谷 550 m 太 低 了 吧
boy-girl,討論 台灣 484 生殖 崇拜 文明
c_chat,問題 最後 生還 者 1 steam 版本 一直 不能 玩
hatepolitics,討論  噁女 吳沛憶 性騷 黃國昌 至今 仍 未 道歉
stock,標的  8234 tw  新漢 負心漢 何其 多
c_chat,閒聊 米國 大統領 川普 有 死亡 筆記本 會 怎麼 用
lifeismoney,情報 多樂米  35 元 兌換券
tech_job,新聞  美 新 芯片 禁令 生效 前 數百 華人 離職 保 美籍
lifeismoney,情報  ubereats 初二 限量 美食 金
c_chat,台漫 漫畫家 哀訴 經費 刪 課程 停辦
military,討論  top  us  air  force  general  was  surprised
baseball,情報  lg 李祥榮 酒駕 肇事 接受 調查 中
lifeismoney,情報  pchome 雙 11  digiking 55 吋 安卓 11 電視  7777
military,分享 烏軍 班級 協同 作戰 影片
hatepolitics,新聞 立委 全部 砍掉 重選 已 3 綠委 叫陣 解散
hatepolitics,討論 政界 交保 金額 前 五 名
lifeismoney,情報  nike 隱形襪 3 雙  315
lifeismoney,情報  h  gallery 開幕 酬賓禮
pc_shopping,菜單  35 k  遊戲 剪輯機
c_chat,蔚藍 妃姬 我 新 髮型 好看 嗎
pc_shopping,閒聊 冷筍牌 冷 筍 過程 影片
c_chat,討論 小孩 就 一定 要 父母 設計好 人生 走 嗎
baseball,情報 起亞 虎魯閣
baseball,分享 本 屆 wbc 中華隊 打者 面對 高階 投手 成績
c_chat,閒聊 男 光美 好 騷
lifeismoney,情報 指定 熊 大 貼圖 兩 折
baseball,新聞 資格賽 中華隊 35 人 名單 大 變動 　12 強
baseball,討論 尤志欽
boy-girl,求助 女友 想要 有 自己 空間 代 po
hatepolitics,討論  政 黑川糞 怎麼 看 川建國 亂 搞
baseball,討論  bernie  williams 竟是 史 上 防守 最 差 cf
c_chat,閒聊  睦 領域 展開 會 是 什麼
c_chat,閒聊 大家 會 無法 接受 公共 游泳池 嗎
baseball,新聞 經典賽 陳其邁 返國 現身 高雄 直播場 喊
c_chat,閒聊 日幣 異世界 很 值錢
boy-girl,討論 個人 行程 會 說 嗎
hatepolitics,討論 民主 繼續 墮落 下去 會 怎樣
hatepolitics,討論 這 次 盧媽 挺 老師 警察 是 不 是 加分 了
tech_job,新聞 聯發科 攻 5g  打入 華為 鏈
lifeismoney,情報 全家 地瓜 有 優惠 022228
lifeismoney,情報  11107011110930 萊爾富 註冊禮
baseball,炸裂 廖健富 no 15
baseball,分享 布雷克  vs  德保拉
baseball,二軍 火腿  vs 羅德 王柏融 先發
tech_job,面試 敬鵬 工業 面試
baseball,討論 佐佐木朗希 富邦 投球 會 怎樣
stock,請益 為什麼 股價 下跌值 利率 上漲 呢
c_chat,情報 萬 代 組裝 模型 凶鳥 mkiii 拳擊手 模式 配件
c_chat,人龍 桐生 六 代 怎麼 了 嗎
boy-girl,求助 請問 我 該 她 問 清楚 嗎
tech_job,請益 台塑 嘉義 新港 銅箔廠
c_chat,閒聊 任天堂 博物館 新 商品
hatepolitics,新聞 劉靜怡 綠 封殺 管中閔 寫 3 遍 大快人心
military,新聞 印度 首 批 6 架 疾風 七月 底 回國
stock,新聞 華碩 揚威 海外 　6 度 榮登 財富 雜誌 全球 最 受 推崇 公司
c_chat,情報 流亡 黯道  2 搶先 體驗 將 延期 三 週
lifeismoney,情報 點心餅 買 一 送 一 19 包
lifeismoney,情報 阿官 國際 餐飲 集團 台灣 pay 回饋 20
c_chat,閒聊 假面 騎士 人氣 奧特曼 壓 著 打 嗎
boy-girl,求助 覺得 還 不 適合 開始 下 一 段 感情
c_chat,閒聊 法環 米凱拉 衛兵 是 米衛兵 那 鐵道 鐘錶匠
c_chat,v 家  ボ カコレ 2025 冬 使用 音源 數 一 覽
baseball,日職 例行賽 阪神隊  vs  中日隊
boy-girl,求助 怕生 女朋友
tech_job,請益 矽品 設備 維護 工程師
boy-girl,求助  43 歲 染 頭髮 有 加分 嗎
stock,情報  1506 正道  11306 營收  y 1407  m 357
baseball,新聞  mlb／ 全壘打 他 神 扯 美技 沒收 打者 苦
boy-girl,求助 喜歡 一 個 女孩 卻 不 知 如何 繼續 推進
tech_job,請益 聯發科 部門 請問
hatepolitics,新聞 丟臉 中國 前 外交官 日本 詐領 武肺 救濟
stock,請益  vix 價格
tech_job,聘書  offer 請益 明泰 華碩 廣達 仁寶
baseball,問題 為什麼 紅中 離開 樂天 樂天 都 弱化 了
stock,請益 當初 宏達電 1300t 是 怎麼 下來 的
c_chat,閒聊  2077 什麼 時候 才 會 開始 好玩
military,情報 英國  烏軍 收復 基輔 外圍 據點 打通 交通線
lifeismoney,情報  coco 都 可 1231 圖 40 元 以上 折 10 元
c_chat,孤獨  虹 夏 好 可愛
stock,心得 華爾街 其實 根本 沒 中國 放 眼 裡 吧
baseball, g1 世界 大谷 三棒 豆城 戰 紅襪
hatepolitics,討論  綠 憤 只 剩下 恥笑 他人 體能 了
pc_shopping,菜單  34k 主機
boy-girl,分享 女生 標準 高 委婉 說法
military,情報 俄國 政府 瀰漫 恐慌 氣氛
c_chat,角川 四葉 妹妹 16 卷 即將 發售
baseball,新聞 桃猿 今天 不會 點燈 想 封王 改看 兄弟 臉
lifeismoney,情報  line  points  5x5
tech_job,請益  offer 選擇 晶電 日月光 台g 問題
c_chat,韓漫  sss 級 死而復生 獵人
c_chat,蔚藍 請 檔案 玩家 發揮 愛心 領養 彩奈
military,情報 烏軍 官方 殲 敵 統計 情報 數 則  24105
c_chat,色圖 推特 圖 分享  1653 雜 圖
stock,情報  金麗科 7月 每 股 盈餘 023 元
stock,新聞 盈餘 兆豐金 2886 自結 15月 稅 後 盈餘 83
tech_job,新聞 聯發科 台積 合作 開發 首 款 採  n6 rf 製程 無
hatepolitics,討論 包 租婆 砍 國人 租屋 補助
baseball,討論 近期 比賽 是 不 是 一再 證明 長打 重要性
baseball,新聞  spc 歡迎 教練團 無 界限 指導 新庄剛志
c_chat,閒聊  cy 宣布 美國 育馬者盃 合作
baseball,分享 今日 賴鴻誠
